A1BG	0.000675102213531111
A1CF	-0.000278941082325222
A2LD1	0.00122453666547932
A2M	-0.0111348138351768
A2ML1	0.00181886387295758
A4GALT	-0.000613897140331754
A4GNT	0.00047290802290001
AAAS	-0.00222648677840268
AACS	-0.00100110853783267
AADAC	0.000750647071218245
AADACL2	0.00113589483455955
AADAT	0.00204505693270001
AAED1	-0.00184170188425096
AAGAB	-0.00158704312527227
AAK1	-0.000392242318844227
AAMP	-0.00122169193615764
AANAT	0.00100396775562677
AARS	-0.00419519974014791
AARS2	-0.00143169510529039
AASDH	-0.00171358033592255
AASDHPPT	0.000602927744792643
AASS	-0.00535398174938705
AATF	-0.00190627639672738
AATK	0.000651004939406822
ABAT	-0.00279585379731126
ABCA1	0.0011599148783278
ABCA11P	-0.000922895524466549
ABCA12	0.00108704079960903
ABCA13	-0.000530364931965546
ABCA2	-0.000965360693739087
ABCA3	0.00136649512722241
ABCA4	8.05274565900585e-06
ABCA5	-0.0035102977933876
ABCA6	-0.00183929612916539
ABCA7	-0.00161509496174252
ABCA8	-0.000792839250697788
ABCA9	-0.000432111756472165
ABCB1	-0.000230500059548018
ABCB10	0.000768360127159776
ABCB11	0.000681688809993702
ABCB4	-0.00128992888867716
ABCB5	-0.000100775974747165
ABCB6	0.000814283074903918
ABCB7	-0.00563891186584044
ABCB9	-0.00129766893248213
ABCC1	-0.00121282877784508
ABCC10	-7.64334352195965e-05
ABCC11	0.00145107646088322
ABCC12	-0.00020984560535686
ABCC13	-0.00455196892570455
ABCC2	-0.00059376972687209
ABCC3	0.000764438456208268
ABCC4	0.000592625525543936
ABCC5	-0.000230778778134979
ABCC8	-0.000488246812172624
ABCC9	0.000173645312149476
ABCD1	0.000108114451686019
ABCD2	0.000494453642959537
ABCD3	0.00383019911126912
ABCD4	9.11532113651175e-05
ABCE1	-0.00222127687125457
ABCF1	-0.00100724015248375
ABCF2	-5.59005471493889e-05
ABCF3	0.00092465420694359
ABCG1	-0.00115585302132032
ABCG2	0.00179321181597701
ABCG4	-0.00269214800145594
ABCG5	0.00124713341389394
ABCG8	-0.000957868615461504
ABHD1	-0.000460492141962969
ABHD10	-0.000281029231996688
ABHD11	0.000330634204724875
ABHD12	-0.000845027691813153
ABHD13	0.000151096638654978
ABHD14A-ACY1	-0.00146368114815109
ABHD14B	-0.00237332466624352
ABHD15	-0.000972365674015868
ABHD16A	-0.000279380345309357
ABHD16B	0.00252559242890849
ABHD2	0.000128847685840921
ABHD3	-0.00374595618138791
ABHD4	0.0025482630521853
ABHD5	0.00104020314345206
ABHD6	-0.0020210391526699
ABHD8	-0.00026565506357754
ABI1	7.77374117365953e-05
ABI2	-0.000966490575496028
ABI3	0.0018849327180859
ABI3BP	-0.00106572843772661
ABL1	-0.00294330029590448
ABL2	-0.00178551817102807
ABLIM1	0.00422576936714083
ABLIM2	0.000809744226731746
ABLIM3	-0.000586087121275614
ABO	-0.00115276196604526
ABP1	0.000138826878456037
ABR	-0.0047161759808373
ABRA	-0.00111313503447889
ABRACL	-0.000917092603003173
ABT1	0.00183086047382116
ABTB1	0.000646868562275705
ABTB2	0.00154773625511174
ACAA1	0.00131408119818681
ACAA2	0.000261971807741351
ACACA	0.000655388062185794
ACACB	0.00187677316816984
ACAD10	0.0031028309488489
ACAD8	-0.00207589684084954
ACAD9	-0.00198513665694494
ACADL	0.000342780255563052
ACADM	0.000220328773799288
ACADS	0.00131084924315496
ACADVL	-0.000780716381271609
ACAN	-0.000473677061735876
ACAP2	0.00104431478685029
ACAP3	-0.00118415476685956
ACAT1	-0.00131287195119661
ACAT2	-0.00119734565490709
ACBD3	-0.000554430797793927
ACBD4	-0.000617342942290947
ACBD5	0.00156383812408157
ACBD6	-0.000322188261317723
ACCS	-0.00171657180477566
